"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","PPI","TOT_MKT","IDX2015","M","2012-08",117.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2012-09",116.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2012-10",115.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2012-11",114,
"GRC","PPI","TOT_MKT","IDX2015","M","2012-12",113.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-01",114.3,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-02",115.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-03",113.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-04",111.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-05",112.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-06",112.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-07",113.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-08",113.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-09",112.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-10",111.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-11",111.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2013-12",111.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-01",111.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-02",110.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-03",110.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-04",111.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-05",111.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-06",111.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-07",111.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-08",110.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-09",110.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-10",108.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-11",106.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2014-12",101.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-01",96.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-02",102,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-03",102.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-04",104.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-05",105.3,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-06",104.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-07",102.3,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-08",98.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-09",97.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-10",96.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-11",96.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2015-12",92.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-01",89.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-02",89.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-03",91.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-04",92.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-05",95,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-06",96.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-07",94.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-08",94.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-09",95.3,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-10",97.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-11",96.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2016-12",100.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-01",101.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-02",101.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-03",99.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-04",100.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-05",98.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-06",96.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-07",97.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-08",98.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-09",100,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-10",100.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-11",102.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2017-12",102.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-01",103.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-02",101.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-03",101.8,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-04",104.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-05",107.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-06",107.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-07",107.3,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-08",107.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-09",108.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-10",110.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-11",105.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2018-12",101.5,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-01",102.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-02",104.6,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-03",105.9,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-04",107.4,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-05",107.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-06",104.2,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-07",105.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-08",103.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-09",105.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-10",104.7,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-11",105.1,
"GRC","PPI","TOT_MKT","IDX2015","M","2019-12",106,
"GRC","PPI","TOT_MKT","IDX2015","M","2020-01",106.1,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-01",93.25246,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-02",93.43442,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-03",93.61638,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-04",93.34344,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-05",93.34344,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-06",92.52464,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-07",92.7066,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-08",93.43442,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-09",96.52767,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-10",98.34723,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-11",100.9856,
"HUN","PPI","TOT_MKT","IDX2015","M","2011-12",100.2578,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-01",100.6217,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-02",98.71114,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-03",99.43897,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-04",99.80288,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-05",100.2578,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-06",98.62017,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-07",97.52843,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-08",97.43745,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-09",98.62017,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-10",98.0743,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-11",97.43745,
"HUN","PPI","TOT_MKT","IDX2015","M","2012-12",98.16528,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-01",99.80288,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-02",100.0758,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-03",101.9864,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-04",100.8036,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-05",99.43897,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-06",99.80288,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-07",99.71191,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-08",100.6217,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-09",100.7127,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-10",98.71114,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-11",98.8931,
"HUN","PPI","TOT_MKT","IDX2015","M","2013-12",99.34799,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-01",100.6217,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-02",101.4405,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-03",101.0766,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-04",100.1668,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-05",99.52995,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-06",100.4397,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-07",101.0766,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-08",101.9864,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-09",101.9864,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-10",100.7127,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-11",100.2578,
"HUN","PPI","TOT_MKT","IDX2015","M","2014-12",100.1668,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-01",99.80288,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-02",98.16528,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-03",98.52919,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-04",98.8931,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-05",100.9856,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-06",102.4412,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-07",101.6224,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-08",101.0766,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-09",100.2578,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-10",99.43897,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-11",99.71191,
"HUN","PPI","TOT_MKT","IDX2015","M","2015-12",99.07506,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-01",98.52919,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-02",97.34647,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-03",97.80136,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-04",98.0743,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-05",99.34799,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-06",100.1668,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-07",99.71191,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-08",98.80212,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-09",98.52919,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-10",99.16604,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-11",99.89386,
"HUN","PPI","TOT_MKT","IDX2015","M","2016-12",100.3487,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-01",101.1675,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-02",101.4405,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-03",102.0773,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-04",102.8961,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-05",102.2593,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-06",101.8954,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-07",101.2585,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-08",101.2585,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-09",102.7142,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-10",103.7149,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-11",104.5337,
"HUN","PPI","TOT_MKT","IDX2015","M","2017-12",104.5337,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-01",104.7157,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-02",105.4435,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-03",105.5345,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-04",105.4435,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-05",107.1721,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-06",109.0826,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-07",109.4465,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-08",108.9917,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-09",108.655,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-10",109.2191,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-11",108.928,
"HUN","PPI","TOT_MKT","IDX2015","M","2018-12",108.3457,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-01",107.3995,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-02",107.4814,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-03",107.9818,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-04",109.1827,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-05",109.9469,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-06",109.492,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-07",109.9287,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-08",110.6293,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-09",111.9848,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-10",111.9121,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-11",112.1577,
"HUN","PPI","TOT_MKT","IDX2015","M","2019-12",111.9666,
"HUN","PPI","TOT_MKT","IDX2015","M","2020-01",102.5504,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-01",94.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-02",94.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-03",94.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-04",94.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-05",95.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-06",94.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-07",94.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-08",94,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-09",95.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-10",94.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-11",95.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2011-12",95.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-01",96.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-02",96.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-03",96.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-04",95.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-05",96,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-06",96.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-07",97.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-08",97.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-09",95.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-10",96,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-11",96.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2012-12",96,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-01",95.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-02",95.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-03",96.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-04",96.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-05",97.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-06",96,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-07",96.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-08",96.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-09",96.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-10",95.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-11",95.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2013-12",94,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-01",94.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-02",94.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-03",93.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-04",94.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-05",94.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-06",94.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-07",94.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-08",94.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-09",95.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-10",96.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-11",96.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2014-12",96.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-01",96.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-02",98.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-03",100.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-04",102.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-05",100,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-06",99.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-07",99.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-08",100,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-09",98.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-10",96.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-11",103.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2015-12",103.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-01",101.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-02",100.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-03",99.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-04",99.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-05",100.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-06",99.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-07",99.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-08",100.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-09",97.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-10",99.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-11",103.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2016-12",104.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-01",102.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-02",101.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-03",104.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-04",104.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-05",105,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-06",101.9,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-07",100.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-08",99.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-09",99,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-10",92.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-11",97.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2017-12",104.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-01",103.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-02",103,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-03",101.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-04",100.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-05",101.5,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-06",101.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-07",100,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-08",98.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-09",96.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-10",90.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-11",93.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2018-12",94.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-01",94.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-02",93.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-03",94.6,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-04",94.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-05",95.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-06",94.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-07",94.1,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-08",94.4,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-09",94.8,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-10",86.7,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-11",91,
"IRL","PPI","TOT_MKT","IDX2015","M","2019-12",91.2,
"IRL","PPI","TOT_MKT","IDX2015","M","2020-01",90.3,
"IRL","PPI","TOT_MKT","IDX2015","M","2020-02",92.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-01",98.2,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-02",98.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-03",99.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-04",100.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-05",100.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-06",100.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-07",100.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-08",100.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-09",100.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-10",100.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-11",100.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2011-12",101,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-01",101.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-02",101.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-03",102.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-04",102.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-05",101.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-06",101.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-07",101.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-08",102.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-09",102.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-10",102.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-11",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2012-12",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-01",102.2,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-02",102.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-03",102.2,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-04",101.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-05",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-06",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-07",101.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-08",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-09",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-10",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-11",101.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2013-12",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-01",101.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-02",101.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-03",101.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-04",101.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-05",101.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-06",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-07",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-08",101.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-09",101.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-10",101.2,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-11",101,
"ITA","PPI","TOT_MKT","IDX2015","M","2014-12",100.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-01",99.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-02",100.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-03",100.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-04",100.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-05",101.1,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-06",101,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-07",100.6,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-08",99.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-09",99.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-10",99.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-11",99,
"ITA","PPI","TOT_MKT","IDX2015","M","2015-12",98.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-01",97.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-02",97.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-03",97.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-04",97.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-05",98.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-06",98.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-07",98.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-08",98.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-09",98.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-10",99.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-11",99.2,
"ITA","PPI","TOT_MKT","IDX2015","M","2016-12",99.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-01",100.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-02",100.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-03",100.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-04",101,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-05",100.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-06",100.4,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-07",100.5,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-08",100.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-09",101.1,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-10",101.3,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-11",101.7,
"ITA","PPI","TOT_MKT","IDX2015","M","2017-12",101.8,
"ITA","PPI","TOT_MKT","IDX2015","M","2018-01",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2018-02",101.9,
"ITA","PPI","TOT_MKT","IDX2015","M","2018-03",102,
"ITA","PPI","TOT_MKT","IDX2015","M","2018-04",102.4,
